network,network_label,section_id,model,expert_type,run_id,pair_id,source,target,prompt_id,protocol,raw_score
factors_determining_severity_of_burn_injuries,Factors determining Severity of Burn Injuries,2.5,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_pair_001,Age,Sex,docx_llm_survey_v1,ordering_based,0
factors_determining_severity_of_burn_injuries,Factors determining Severity of Burn Injuries,2.5,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_pair_002,Burn Surface Area (BSA),Excision and Coverage Timing (ECT),docx_llm_survey_v1,ordering_based,3
factors_determining_severity_of_burn_injuries,Factors determining Severity of Burn Injuries,2.5,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_pair_003,Age,Aetiology,docx_llm_survey_v1,ordering_based,3
factors_determining_severity_of_burn_injuries,Factors determining Severity of Burn Injuries,2.5,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_pair_004,Burn Surface Area (BSA),Type of Skin Graft (TSG),docx_llm_survey_v1,ordering_based,3
factors_determining_severity_of_burn_injuries,Factors determining Severity of Burn Injuries,2.5,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_pair_005,Age,Burn Surface Area (BSA),docx_llm_survey_v1,ordering_based,2
factors_determining_severity_of_burn_injuries,Factors determining Severity of Burn Injuries,2.5,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_pair_006,Burn Surface Area (BSA),Scar Type,docx_llm_survey_v1,ordering_based,6
factors_determining_severity_of_burn_injuries,Factors determining Severity of Burn Injuries,2.5,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_pair_007,Age,Full Thickness BSA,docx_llm_survey_v1,ordering_based,2
factors_determining_severity_of_burn_injuries,Factors determining Severity of Burn Injuries,2.5,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_pair_008,Full Thickness BSA,Burnt Area,docx_llm_survey_v1,ordering_based,3
factors_determining_severity_of_burn_injuries,Factors determining Severity of Burn Injuries,2.5,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_pair_009,Age,Burnt Area,docx_llm_survey_v1,ordering_based,1
factors_determining_severity_of_burn_injuries,Factors determining Severity of Burn Injuries,2.5,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_pair_010,Full Thickness BSA,Wound Healing Time (WHT),docx_llm_survey_v1,ordering_based,7
factors_determining_severity_of_burn_injuries,Factors determining Severity of Burn Injuries,2.5,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_pair_011,Age,Wound Healing Time (WHT),docx_llm_survey_v1,ordering_based,7
factors_determining_severity_of_burn_injuries,Factors determining Severity of Burn Injuries,2.5,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_pair_012,Full Thickness BSA,Burn Treatment,docx_llm_survey_v1,ordering_based,6
factors_determining_severity_of_burn_injuries,Factors determining Severity of Burn Injuries,2.5,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_pair_013,Age,Burn Treatment,docx_llm_survey_v1,ordering_based,3
factors_determining_severity_of_burn_injuries,Factors determining Severity of Burn Injuries,2.5,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_pair_014,Full Thickness BSA,Number of Surgeries,docx_llm_survey_v1,ordering_based,7
factors_determining_severity_of_burn_injuries,Factors determining Severity of Burn Injuries,2.5,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_pair_015,Age,Number of Surgeries,docx_llm_survey_v1,ordering_based,3
factors_determining_severity_of_burn_injuries,Factors determining Severity of Burn Injuries,2.5,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_pair_016,Full Thickness BSA,Type of Surgical Approach (TSA),docx_llm_survey_v1,ordering_based,5
factors_determining_severity_of_burn_injuries,Factors determining Severity of Burn Injuries,2.5,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_pair_017,Age,Type of Surgical Approach (TSA),docx_llm_survey_v1,ordering_based,2
factors_determining_severity_of_burn_injuries,Factors determining Severity of Burn Injuries,2.5,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_pair_018,Full Thickness BSA,Excision and Coverage Timing (ECT),docx_llm_survey_v1,ordering_based,3
factors_determining_severity_of_burn_injuries,Factors determining Severity of Burn Injuries,2.5,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_pair_019,Age,Excision and Coverage Timing (ECT),docx_llm_survey_v1,ordering_based,1
factors_determining_severity_of_burn_injuries,Factors determining Severity of Burn Injuries,2.5,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_pair_020,Full Thickness BSA,Type of Skin Graft (TSG),docx_llm_survey_v1,ordering_based,4
factors_determining_severity_of_burn_injuries,Factors determining Severity of Burn Injuries,2.5,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_pair_021,Age,Type of Skin Graft (TSG),docx_llm_survey_v1,ordering_based,2
factors_determining_severity_of_burn_injuries,Factors determining Severity of Burn Injuries,2.5,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_pair_022,Full Thickness BSA,Scar Type,docx_llm_survey_v1,ordering_based,8
factors_determining_severity_of_burn_injuries,Factors determining Severity of Burn Injuries,2.5,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_pair_023,Age,Scar Type,docx_llm_survey_v1,ordering_based,5
factors_determining_severity_of_burn_injuries,Factors determining Severity of Burn Injuries,2.5,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_pair_024,Burnt Area,Wound Healing Time (WHT),docx_llm_survey_v1,ordering_based,4
factors_determining_severity_of_burn_injuries,Factors determining Severity of Burn Injuries,2.5,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_pair_025,Sex,Aetiology,docx_llm_survey_v1,ordering_based,2
factors_determining_severity_of_burn_injuries,Factors determining Severity of Burn Injuries,2.5,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_pair_026,Burnt Area,Burn Treatment,docx_llm_survey_v1,ordering_based,4
factors_determining_severity_of_burn_injuries,Factors determining Severity of Burn Injuries,2.5,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_pair_027,Sex,Burn Surface Area (BSA),docx_llm_survey_v1,ordering_based,1
factors_determining_severity_of_burn_injuries,Factors determining Severity of Burn Injuries,2.5,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_pair_028,Burnt Area,Number of Surgeries,docx_llm_survey_v1,ordering_based,3
factors_determining_severity_of_burn_injuries,Factors determining Severity of Burn Injuries,2.5,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_pair_029,Sex,Full Thickness BSA,docx_llm_survey_v1,ordering_based,1
factors_determining_severity_of_burn_injuries,Factors determining Severity of Burn Injuries,2.5,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_pair_030,Burnt Area,Type of Surgical Approach (TSA),docx_llm_survey_v1,ordering_based,2
