network,network_label,section_id,model,expert_type,run_id,pair_id,source,target,prompt_id,protocol,direction_label
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_001,Water Temperature,Frequency of Mixing Events,docx_llm_survey_v1,edge_based,0
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_002,Sediment Oxygen Demand,Human Health Effects,docx_llm_survey_v1,edge_based,0
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_003,Water Temperature,Sediment Oxygen Demand,docx_llm_survey_v1,edge_based,1
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_004,Algal Productivity,Frequency of Hypoxia,docx_llm_survey_v1,edge_based,1
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_005,Water Temperature,Algal Productivity,docx_llm_survey_v1,edge_based,1
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_006,Algal Productivity,Shellfish Abundance,docx_llm_survey_v1,edge_based,1
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_007,Water Temperature,Frequency of Hypoxia,docx_llm_survey_v1,edge_based,1
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_008,Algal Productivity,Pfiesteria Presence,docx_llm_survey_v1,edge_based,1
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_009,Water Temperature,Shellfish Abundance,docx_llm_survey_v1,edge_based,0
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_010,Algal Productivity,Frequency of Fish Kills,docx_llm_survey_v1,edge_based,1
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_011,Water Temperature,Pfiesteria Presence,docx_llm_survey_v1,edge_based,0
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_012,Algal Productivity,Fish Population Health,docx_llm_survey_v1,edge_based,1
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_013,Water Temperature,Frequency of Fish Kills,docx_llm_survey_v1,edge_based,0
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_014,Algal Productivity,Human Health Effects,docx_llm_survey_v1,edge_based,1
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_015,Water Temperature,Fish Population Health,docx_llm_survey_v1,edge_based,0
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_016,Frequency of Hypoxia,Shellfish Abundance,docx_llm_survey_v1,edge_based,1
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_017,Water Temperature,Human Health Effects,docx_llm_survey_v1,edge_based,0
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_018,Frequency of Hypoxia,Pfiesteria Presence,docx_llm_survey_v1,edge_based,0
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_019,Frequency of Mixing Events,Sediment Oxygen Demand,docx_llm_survey_v1,edge_based,1
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_020,Frequency of Hypoxia,Frequency of Fish Kills,docx_llm_survey_v1,edge_based,1
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_021,Frequency of Mixing Events,Algal Productivity,docx_llm_survey_v1,edge_based,0
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_022,Frequency of Hypoxia,Fish Population Health,docx_llm_survey_v1,edge_based,1
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_023,Frequency of Mixing Events,Frequency of Hypoxia,docx_llm_survey_v1,edge_based,1
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_024,Frequency of Hypoxia,Human Health Effects,docx_llm_survey_v1,edge_based,1
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_025,Frequency of Mixing Events,Shellfish Abundance,docx_llm_survey_v1,edge_based,0
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_026,Shellfish Abundance,Pfiesteria Presence,docx_llm_survey_v1,edge_based,-1
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_027,Frequency of Mixing Events,Pfiesteria Presence,docx_llm_survey_v1,edge_based,0
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_028,Shellfish Abundance,Frequency of Fish Kills,docx_llm_survey_v1,edge_based,0
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_029,Frequency of Mixing Events,Frequency of Fish Kills,docx_llm_survey_v1,edge_based,1
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_030,Shellfish Abundance,Fish Population Health,docx_llm_survey_v1,edge_based,0
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_031,Frequency of Mixing Events,Fish Population Health,docx_llm_survey_v1,edge_based,1
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_032,Shellfish Abundance,Human Health Effects,docx_llm_survey_v1,edge_based,1
factors_determining_severity_of_burn_injuries_2,Factors determining Severity of Burn Injuries,2.6,ChatGPT 4.0,llm_simulated_expert,run_001,factors_determining_severity_of_burn_injuries_2_pair_033,Frequency of Mixing Events,Human Health Effects,docx_llm_survey_v1,edge_based,0
